prenom;moyenne;code_postal;niveau_etude;mention_bac
Donnie;7.00;56870;Terminale;AB
Jeff;17.50;22400;Terminale;AB
Jermaine;9.75;29470;Terminale;AB
Jeffrey;14.63;29830;Terminale;AB
Dax;10.50;35520;Terminale;P
Piers;12.50;22400;Terminale;AB
Bennett;15.13;22120;Terminale;B
Landon;11.25;29233;Terminale;B
Xavier;10.50;29170;Terminale;P
Lovel;7.38;35450;Terminale;AB
Tel;15.38;22950;Terminale;AB
Maurine;13.75;22000;Terminale;B
Shelley;16.50;29840;Terminale;TB
Jacob;13.50;35870;Terminale;AB
Félicie;11.00;35750;Terminale;P
Félicie;0.00;35750;Terminale;P
Van;12.50;29490;Terminale;P
Van;2.75;29490;Terminale;P
Luann;12.50;29800;Terminale;B
Uland;11.75;29800;Terminale;TB
Lucienne;13.88;56140;Terminale;B
Shaw;14.75;35890;Terminale;AB
Wilbur;14.50;35800;Terminale;AB
Teale;15.38;56120;Terminale;B
Cole;7.88;22600;Terminale;P
Lorn;15.00;29000;Terminale;AB
Guiscard;15.50;35170;Terminale;AB
Jérémie;18.00;22300;Terminale;TB
Dayton;14.75;29200;Terminale;B
Dayton;8.50;29200;Terminale;B
Rainier;11.00;41000;Terminale;B
Audrey;17.50;22300;Terminale;AB
Jimi;7.63;56680;Terminale;AB
Gladwyn;12.50;35500;Terminale;AB
Franck;15.00;35310;Terminale;AB
Xavior;10.00;56100;Terminale;AB
Terence;10.50;56130;Terminale;B
Russell;9.75;56140;Terminale;AB
Darden;12.50;29280;Terminale;P
Marly;18.50;35310;Terminale;AB
Topher;16.75;56240;Terminale;AB
Randall;10.00;49270;Terminale;P
Lucetta;11.25;85600;Terminale;TB
Jonathan;10.00;31880;Terminale;AB
Maximilien;9.75;85540;Terminale;AB
Eliott;7.50;49460;Terminale;AB
Gratien;14.88;49000;Terminale;P
Gratien;11.00;49000;Terminale;P
Brice;7.00;72300;1ère année d'études supérieures;P
Brice;8.63;72300;1ère année d'études supérieures;P
Major;6.00;56190;Terminale;AB
Felicity;12.38;85170;Terminale;AB
Oz;16.25;22590;Terminale;B
Kipling;15.00;22470;2nd année d'études supérieures;P
Kipling;0.00;22470;2nd année d'études supérieures;P
Vinnie;14.00;35730;Terminale;AB
Layton;6.50;35350;Terminale;B
Johnie;7.25;22440;Terminale;B
Telesphore;19.00;6650 ;Terminale;B
Telesphore;12.00;6650 ;Terminale;B
Phillip;13.75;35133;Terminale;B
Constant;12.75;22150;Terminale;P
Bret;11.25;61100;Terminale;AB
Leopold;12.92;50490;1ère année d'études supérieures;P
Kolby;14.38;14340;Terminale;P
Kolby;7.83;14340;Terminale;P
Kimball;14.00;50600;Terminale;AB
Ern;11.30;56600;Terminale;B
Sly;10.65;35170;Terminale;P
Jeannot;11.30;44230;Terminale;AB
Irvine;9.25;35240;Terminale;AB
Wilfrid;16.00;35131;Terminale;AB
Cleve;11.90;35360;Terminale;B
Kennith;13.50;22630;Terminale;AB
Jerome;10.35;35132;Terminale;B
Marshal;14.85;22560;Terminale;B
Kay;11.65;35740;Terminale;AB
Benson;14.75;22120;Terminale;AB
Jarvis;10.10;56700;Terminale;P
Maverick;11.95;35290;Terminale;AB
Innocent;9.95;22410;Terminale;P
Beatrix;14.05;22300;Terminale;B
Kenith;9.90;35340;Terminale;AB
Dominic;8.35;22730;Terminale;B
Burt;9.05;22200;Terminale;P
Forest;14.95;35760;Terminale;AB
Odell;15.13;29170;Terminale;TB
Beauregard;11.15;49300;1ère année d'études supérieures;P
Beauregard;9.75;49300;1ère année d'études supérieures;P
Jay;11.40;22190;Terminale;P
Rhonda;6.50;35000;Terminale;AB
Urban;11.90;22290;Terminale;B
Jamison;14.55;50300;Terminale;B
Lloyd;8.50;35220;Terminale;AB
Xerxes;9.45;22960;Terminale;P
Durward;9.25;29390;Terminale;AB
Branden;9.20;29000;Terminale;AB
Delroy;16.35;29380;Terminale;P
Antony;10.60;22100;Terminale;P
Jonathon;10.40;35340;Terminale;AB
Lorin;16.55;35750;Terminale;B
Cole;7.70;22120;Terminale;P
Tybalt;15.85;22230;Terminale;AB
Benjy;8.85;22600;Terminale;AB
Hector;9.90;56800;Terminale;P
Milo;14.25;35000;Terminale;B
Dudley;8.75;22100;Terminale;AB
Arden;13.25;35140;Terminale;AB
Erica;9.35;29800;Terminale;B
Christine;9.95;35230;Terminale;AB
Chuck;12.90;22300;Terminale;AB
Flip;14.55;56530;Terminale;B
Joan;10.25;29460;Terminale;B
Kodey;15.50;22410;Terminale;B
Philip;12.55;29100;Terminale;AB
Jarrett;8.75;44640;Terminale;AB
Angie;12.15;56440;Terminale;AB
Gwilherm;10.00;56920;Terminale;P
Pancras;14.60;29860;Terminale;AB
Lowell;14.90;29470;Terminale;P
Leroy;13.10;29600;Terminale;B
Arron;11.05;22120;Terminale;AB
Brack;17.05;22400;Terminale;P
Kory;10.70;29850;Terminale;P
Maynard;16.60;22120;Terminale;AB
Bentley;11.19;22440;Terminale;B
Royle;9.95;22000;Terminale;AB
Porter;15.00;22140;Terminale;AB
Estelle;9.20;29260;Terminale;AB
Sébastienne;8.80;22250;Terminale;TB
Dorthy;9.35;56300;Terminale;AB
Trent;13.50;22300;;
Anson;13.55;35430;Terminale;B
Corie;10.30;35700;Terminale;AB
Zacharie;12.80;35410;Terminale;AB
Jake;11.00;56370;Terminale;P
Shaun;15.70;22300;Terminale;B
Donat;8.40;29000;Terminale;B
Jonathon;13.20;29510;Terminale;B
Chet;11.60;29800;Terminale;AB
Humphry;8.65;56230;Terminale;AB
Moses;14.35;29400;Terminale;P
Jere;10.00;85170;Terminale;AB
Toussaint;10.05;56260;Terminale;AB
Dawson;18.75;35131;1ère année d'études supérieures;TB
Denis;10.30;50620;Terminale;AB
Gil;11.10;22730;Terminale;AB
Edmund;12.40;35120;Terminale;P
Matthieu;17.54;22100;Terminale;AB
Brent;11.50;35250;1ère année d'études supérieures;AB
Thaddeus;15.15;22300;2nd année d'études supérieures;AB
Deangelo;12.94;29720;1ère année d'études supérieures;AB
Deangelo;9.67;29720;1ère année d'études supérieures;AB
Clayton;18.58;29150;1ère année d'études supérieures;AB
Wymond;17.17;29200;1ère année d'études supérieures;B
Redd;8.13;22200;1ère année d'études supérieures;B
Reena;13.00;29870;Terminale;P
Annie;17.83;35170;1ère année d'études supérieures;TB
Lori;18.44;29650;2nd année d'études supérieures;B
Lanford;14.75;56440;1ère année d'études supérieures;B
Gervase;14.88;56400;1ère année d'études supérieures;P
James;18.83;22290;1ère année d'études supérieures;B
Rudy;12.15;22290;;P
Elric;19.25;29233;1ère année d'études supérieures;TB
Jon;11.92;56850;Terminale;AB
Al;16.42;56240;1ère année d'études supérieures;P
Edwyn;15.17;29860;Terminale;AB
Winton;17.83;22570;1ère année d'études supérieures;TB
Stanford;15.96;22170;Terminale;B
Lally;15.00;22170;Terminale;B
Lally;6.33;22170;Terminale;B
Jérémie;17.63;22820;Terminale;B
Alban;9.50;22300;1ère année d'études supérieures;AB
Zachary;16.25;22200;Terminale;AB
Zachary;9.54;22200;Terminale;AB
Clément;9.92;;Terminale;AB
Joël;16.63;22730;Année préparatoire aux études supérieures;AB
Timothée;19.50;22110;Terminale;B
Gladwyn;13.96;22590;Terminale;B
Perry;13.38;35000;1ère année d'études supérieures;AB
Egbert;10.40;22600;1ère année d'études supérieures;AB
Montgomery;12.40;22820;Terminale;B
Montgomery;11.25;22820;Terminale;B
Gervaise;10.50;22300;Terminale;B
Gore;16.00;22700;1ère année d'études supérieures;AB
Kole;14.00;29190;Terminale;B
Lovell;13.67;29120;Terminale;B
Lalo;14.88;29290;Terminale;AB
Lalo;6.83;29290;Terminale;AB
Kristia;10.50;29520;Terminale;P
Kristia;5.20;29520;Terminale;P
Gil;12.25;29710;Terminale;AB
Gene;11.75;29250;Terminale;AB
Lorne;14.25;29710;Terminale;AB
Xaviar;14.83;29200;Terminale;AB
Upton;16.25;29750;Terminale;AB
Upton;11.33;29750;Terminale;AB
Woodrow;7.50;35137;Terminale;AB
Ike;11.55;35720;Terminale;B
Ike;9.50;35720;Terminale;B
Quin;14.83;35400;Terminale;P
Quin;8.21;35400;Terminale;P
Dustin;13.83;35160;Terminale;AB
Wiley;13.88;35740;Terminale;AB
Randolf;17.50;35230;Terminale;P
Randolf;7.75;35230;Terminale;P
Kristopher;12.50;56950;Terminale;AB
Vincent;10.88;35200;Terminale;B
Marquis;14.96;22440;Terminale;AB
Booker;15.44;56300;Terminale;P
Hewie;14.31;56120;Terminale;B
Maverick;9.38;22550;Terminale;B
Bertram;13.92;29200;Terminale;AB
Louie;13.75;35170;1ère année d'études supérieures;AB
Charlot;16.38;29900;Terminale;TB
Zach;11.38;29800;Terminale;AB
Zach;8.17;29800;Terminale;AB
York;12.50;56250;Terminale;P
Thelonius;12.50;29120;Terminale;B
Earnest;11.25;22480;Terminale;AB
Michel;12.88;29850;Terminale;P
Driskoll;9.88;35720;Terminale;AB
Morley;18.67;35500;Terminale;AB
Daniel;18.58;22540;Terminale;AB
Sylvain;11.94;29500;Terminale;B
Deemer;17.17;22600;Terminale;P
Pete;16.44;22300;1ère année d'études supérieures;AB
Diodore;14.58;29200;Terminale;P
Lockie;16.33;29490;Terminale;TB
Floyd;15.94;29590;1ère année d'études supérieures;P
Denzel;9.33;29000;Terminale;P
Justin;16.75;22120;Terminale;AB
Everett;16.00;22940;Terminale;B
Nicodème;14.50;22750;Terminale;AB
Elea;17.25;22220;Terminale;TB
Leyton;18.60;22930;Terminale;P
Leyton;11.75;22930;Terminale;P
Michel;15.38;22300;Terminale;B
Armel;16.75;22590;Terminale;AB
Careen;14.40;22810;1ère année d'études supérieures;AB
Lorn;10.63;22100;Terminale;B
Nathan;13.31;22700;Terminale;B
Deon;10.63;29800;Terminale;B
Amédée;15.19;29800;Terminale;B
Fabrice;15.75;29800;Terminale;AB
Félix;14.00;29000;Terminale;AB
Mason;8.13;29200;Terminale;P
Joscelin;10.50;29250;Terminale;P
Everard;12.25;22300;Terminale;AB
Marion;13.13;35131;Terminale;AB
Garey;11.50;35230;Terminale;P
Linton;10.00;35500;Terminale;B
Linton;6.50;35500;Terminale;B
Edison;11.06;35000;Terminale;P
Marin;11.38;56240;Terminale;P
Donnie;15.25;56870;Terminale;AB
Jeff;13.88;22400;Terminale;AB
Jermaine;10.81;29470;Terminale;AB
Jeffrey;14.88;29830;Terminale;AB
Dax;11.69;35520;Terminale;P
Piers;13.31;22400;Terminale;AB
Bennett;14.50;22120;Terminale;B
Landon;14.63;29233;Terminale;B
Xavier;14.38;29170;Terminale;P
Lovel;18.00;35450;Terminale;AB
Tel;13.31;22950;Terminale;AB
Maurine;14.25;22000;Terminale;B
Shelley;17.50;29840;Terminale;TB
Jacob;14.81;35870;Terminale;AB
Félicie;8.90;35750;Terminale;P
Félicie;5.00;35750;Terminale;P
Van;7.80;29490;Terminale;P
Van;4.25;29490;Terminale;P
Luann;13.00;29800;Terminale;B
Uland;12.35;29800;Terminale;TB
Lucienne;14.38;56140;Terminale;B
Shaw;14.81;35890;Terminale;AB
Wilbur;16.25;35800;Terminale;AB
Teale;14.31;56120;Terminale;B
Cole;9.06;22600;Terminale;P
Lorn;17.44;29000;Terminale;AB
Guiscard;14.75;35170;Terminale;AB
Jérémie;18.25;22300;Terminale;TB
Dayton;14.88;29200;Terminale;B
Dayton;10.42;29200;Terminale;B
Rainier;16.08;41000;Terminale;B
Audrey;10.15;22300;Terminale;AB
Jimi;12.35;56680;Terminale;AB
Gladwyn;13.25;35500;Terminale;AB
Franck;10.50;35310;Terminale;AB
Xavior;10.50;56100;Terminale;AB
Terence;9.45;56130;Terminale;B
Russell;9.50;56140;Terminale;AB
Darden;12.60;29280;Terminale;P
Marly;10.95;35310;Terminale;AB
Topher;12.30;56240;Terminale;AB
Randall;10.55;49270;Terminale;P
Lucetta;13.50;85600;Terminale;TB
Jonathan;10.58;31880;Terminale;AB
Maximilien;10.75;85540;Terminale;AB
Eliott;12.75;49460;Terminale;AB
Gratien;10.88;49000;Terminale;P
Gratien;10.33;49000;Terminale;P
Brice;9.30;72300;1ère année d'études supérieures;P
Brice;11.31;72300;1ère année d'études supérieures;P
Major;16.38;56190;Terminale;AB
Felicity;14.63;85170;Terminale;AB
Oz;18.00;22590;Terminale;B
Kipling;8.40;22470;2nd année d'études supérieures;P
Kipling;0.00;22470;2nd année d'études supérieures;P
Vinnie;10.56;35730;Terminale;AB
Layton;15.75;35350;Terminale;B
Johnie;17.25;22440;Terminale;B
Telesphore;14.00;6650 ;Terminale;B
Phillip;16.50;35133;Terminale;B
Constant;13.75;22150;Terminale;P
Bret;12.08;61100;Terminale;AB
Leopold;5.75;50490;1ère année d'études supérieures;P
Kolby;10.58;14340;Terminale;P
Kolby;8.23;14340;Terminale;P
Kimball;12.67;50600;Terminale;AB
Ern;11.33;56600;Terminale;B
Sly;3.67;35170;Terminale;P
Jeannot;12.50;44230;Terminale;AB
Irvine;10.33;35240;Terminale;AB
Wilfrid;10.75;35131;Terminale;AB
Cleve;10.67;35360;Terminale;B
Kennith;12.67;22630;Terminale;AB
Jerome;12.50;35132;Terminale;B
Marshal;15.17;22560;Terminale;B
Kay;13.17;35740;Terminale;AB
Benson;9.50;22120;Terminale;AB
Jarvis;16.00;56700;Terminale;P
Maverick;10.92;35290;Terminale;AB
Innocent;11.33;22410;Terminale;P
Beatrix;15.83;22300;Terminale;B
Kenith;10.50;35340;Terminale;AB
Dominic;7.50;22730;Terminale;B
Burt;12.00;22200;Terminale;P
Forest;14.33;35760;Terminale;AB
Odell;15.92;29170;Terminale;TB
Beauregard;6.25;49300;1ère année d'études supérieures;P
Beauregard;9.42;49300;1ère année d'études supérieures;P
Jay;11.00;22190;Terminale;P
Rhonda;9.17;35000;Terminale;AB
Urban;13.50;22290;Terminale;B
Jamison;13.67;50300;Terminale;B
Lloyd;10.00;35220;Terminale;AB
Xerxes;8.33;22960;Terminale;P
Durward;12.33;29390;Terminale;AB
Branden;10.83;29000;Terminale;AB
Delroy;9.33;29380;Terminale;P
Antony;8.17;22100;Terminale;P
Jonathon;9.50;35340;Terminale;AB
Lorin;12.83;35750;Terminale;B
Cole;11.83;22120;Terminale;P
Tybalt;13.50;22230;Terminale;AB
Benjy;9.83;22600;Terminale;AB
Hector;12.17;56800;Terminale;P
Milo;15.00;35000;Terminale;B
Dudley;10.33;22100;Terminale;AB
Arden;10.33;35140;Terminale;AB
Erica;7.92;29800;Terminale;B
Christine;9.67;35230;Terminale;AB
Chuck;14.50;22300;Terminale;AB
Flip;10.00;56530;Terminale;B
Joan;9.50;29460;Terminale;B
Kodey;12.50;22410;Terminale;B
Philip;12.50;29100;Terminale;AB
Jarrett;13.67;44640;Terminale;AB
Angie;11.17;56440;Terminale;AB
Gwilherm;13.08;56920;Terminale;P
Pancras;9.67;29860;Terminale;AB
Lowell;10.33;29470;Terminale;P
Leroy;11.67;29600;Terminale;B
Arron;8.00;22120;Terminale;AB
Brack;11.08;22400;Terminale;P
Kory;10.67;29850;Terminale;P
Maynard;13.83;22120;Terminale;AB
Bentley;12.67;22440;Terminale;B
Royle;6.33;22000;Terminale;AB
Porter;13.83;22140;Terminale;AB
Estelle;11.00;29260;Terminale;AB
Sébastienne;8.00;22250;Terminale;TB
Dorthy;14.67;56300;Terminale;AB
Trent;13.58;22300;;
Anson;14.33;35430;Terminale;B
Corie;9.33;35700;Terminale;AB
Zacharie;14.50;35410;Terminale;AB
Jake;12.00;56370;Terminale;P
Shaun;12.67;22300;Terminale;B
Donat;6.17;29000;Terminale;B
Jonathon;14.67;29510;Terminale;B
Chet;7.50;29800;Terminale;AB
Humphry;6.17;56230;Terminale;AB
Moses;11.50;29400;Terminale;P
Jere;9.58;85170;Terminale;AB
Toussaint;8.17;56260;Terminale;AB
Dawson;10.58;35131;1ère année d'études supérieures;TB
Denis;10.83;50620;Terminale;AB
Gil;11.50;22730;Terminale;AB
Edmund;8.83;35120;Terminale;P
Matthieu;16.93;22100;Terminale;AB
Brent;14.43;35250;1ère année d'études supérieures;AB
Thaddeus;15.67;22300;2nd année d'études supérieures;AB
Deangelo;10.00;29720;1ère année d'études supérieures;AB
Deangelo;7.63;29720;1ère année d'études supérieures;AB
Clayton;15.87;29150;1ère année d'études supérieures;AB
Wymond;11.87;29200;1ère année d'études supérieures;B
Redd;11.37;22200;1ère année d'études supérieures;B
Reena;12.17;29870;Terminale;P
Annie;18.03;35170;1ère année d'études supérieures;TB
Lori;18.42;29650;2nd année d'études supérieures;B
Lanford;10.08;56440;1ère année d'études supérieures;B
Gervase;12.17;56400;1ère année d'études supérieures;P
James;15.32;22290;1ère année d'études supérieures;B
Rudy;11.00;22290;;P
Elric;17.78;29233;1ère année d'études supérieures;TB
Jon;11.77;56850;Terminale;AB
Al;15.13;56240;1ère année d'études supérieures;P
Edwyn;12.83;29860;Terminale;AB
Winton;16.93;22570;1ère année d'études supérieures;TB
Stanford;14.95;22170;Terminale;B
Lally;12.00;22170;Terminale;B
Lally;12.17;22170;Terminale;B
Jérémie;13.90;22820;Terminale;B
Alban;7.17;22300;1ère année d'études supérieures;AB
Zachary;9.92;22200;Terminale;AB
Zachary;9.80;22200;Terminale;AB
Clément;14.85;;Terminale;AB
Joël;13.42;22730;Année préparatoire aux études supérieures;AB
Timothée;18.23;22110;Terminale;B
Gladwyn;12.67;22590;Terminale;B
Perry;7.42;35000;1ère année d'études supérieures;AB
Egbert;9.67;22600;1ère année d'études supérieures;AB
Montgomery;12.00;22820;Terminale;B
Montgomery;5.67;22820;Terminale;B
Gervaise;14.00;22300;Terminale;B
Gore;12.92;22700;1ère année d'études supérieures;AB
Kole;10.83;29190;Terminale;B
Lovell;8.53;29120;Terminale;B
Lalo;10.58;29290;Terminale;AB
Lalo;9.23;29290;Terminale;AB
Kristia;14.83;29520;Terminale;P
Kristia;7.20;29520;Terminale;P
Gil;12.48;29710;Terminale;AB
Gene;6.83;29250;Terminale;AB
Lorne;12.30;29710;Terminale;AB
Xaviar;15.77;29200;Terminale;AB
Upton;13.50;29750;Terminale;AB
Upton;10.00;29750;Terminale;AB
Woodrow;14.07;35137;Terminale;AB
Ike;13.67;35720;Terminale;B
Ike;10.08;35720;Terminale;B
Quin;11.25;35400;Terminale;P
Quin;2.07;35400;Terminale;P
Dustin;10.97;35160;Terminale;AB
Wiley;12.67;35740;Terminale;AB
Randolf;13.83;35230;Terminale;P
Randolf;8.08;35230;Terminale;P
Kristopher;11.57;56950;Terminale;AB
Vincent;10.83;35200;Terminale;B
Marquis;14.47;22440;Terminale;AB
Booker;10.00;56300;Terminale;P
Hewie;13.83;56120;Terminale;B
Maverick;10.87;22550;Terminale;B
Bertram;13.77;29200;Terminale;AB
Louie;12.83;35170;1ère année d'études supérieures;AB
Charlot;12.08;29900;Terminale;TB
Zach;9.67;29800;Terminale;AB
Zach;10.27;29800;Terminale;AB
York;12.17;56250;Terminale;P
Thelonius;10.38;29120;Terminale;B
Earnest;11.42;22480;Terminale;AB
Michel;15.08;29850;Terminale;P
Driskoll;9.67;35720;Terminale;AB
Morley;14.53;35500;Terminale;AB
Daniel;17.20;22540;Terminale;AB
Sylvain;13.08;29500;Terminale;B
Deemer;15.80;22600;Terminale;P
Pete;13.42;22300;1ère année d'études supérieures;AB
Diodore;11.23;29200;Terminale;P
Lockie;15.30;29490;Terminale;TB
Floyd;14.92;29590;1ère année d'études supérieures;P
Denzel;13.90;29000;Terminale;P
Justin;9.33;22120;Terminale;AB
Everett;13.50;22940;Terminale;B
Nicodème;8.92;22750;Terminale;AB
Elea;12.50;22220;Terminale;TB
Leyton;12.17;22930;Terminale;P
Leyton;11.08;22930;Terminale;P
Michel;12.83;22300;Terminale;B
Armel;11.33;22590;Terminale;AB
Careen;11.67;22810;1ère année d'études supérieures;AB
Lorn;11.17;22100;Terminale;B
Nathan;13.00;22700;Terminale;B
Deon;10.33;29800;Terminale;B
Amédée;12.75;29800;Terminale;B
Fabrice;11.42;29800;Terminale;AB
Félix;11.17;29000;Terminale;AB
Mason;11.42;29200;Terminale;P
Joscelin;12.75;29250;Terminale;P
Everard;13.92;22300;Terminale;AB
Marion;10.83;35131;Terminale;AB
Garey;9.25;35230;Terminale;P
Linton;9.83;35500;Terminale;B
Linton;5.50;35500;Terminale;B
Edison;10.92;35000;Terminale;P
Marin;12.50;56240;Terminale;P
Donnie;10.00;56870;Terminale;AB
Jeff;15.75;22400;Terminale;AB
Jermaine;10.83;29470;Terminale;AB
Jeffrey;10.92;29830;Terminale;AB
Dax;13.25;35520;Terminale;P
Piers;12.33;22400;Terminale;AB
Bennett;13.50;22120;Terminale;B
Landon;9.83;29233;Terminale;B
Xavier;11.83;29170;Terminale;P
Lovel;13.00;35450;Terminale;AB
Tel;13.08;22950;Terminale;AB
Maurine;13.25;22000;Terminale;B
Shelley;17.08;29840;Terminale;TB
Jacob;10.83;35870;Terminale;AB
Félicie;12.33;35750;Terminale;P
Félicie;3.00;35750;Terminale;P
Van;11.83;29490;Terminale;P
Van;8.17;29490;Terminale;P
Luann;13.00;29800;Terminale;B
Uland;10.00;29800;Terminale;TB
Lucienne;12.25;56140;Terminale;B
Shaw;14.83;35890;Terminale;AB
Wilbur;12.17;35800;Terminale;AB
Teale;15.00;56120;Terminale;B
Cole;8.08;22600;Terminale;P
Lorn;13.00;29000;Terminale;AB
Guiscard;15.00;35170;Terminale;AB
Dayton;13.83;29200;Terminale;B
Dayton;10.42;29200;Terminale;B
Rainier;11.10;41000;Terminale;B
Audrey;8.17;22300;Terminale;AB
Jimi;9.67;56680;Terminale;AB
Gladwyn;13.17;35500;Terminale;AB
Franck;11.17;35310;Terminale;AB
Xavior;10.00;56100;Terminale;AB
Terence;7.50;56130;Terminale;B
Russell;11.67;56140;Terminale;AB
Darden;12.83;29280;Terminale;P
Marly;12.50;35310;Terminale;AB
Topher;8.08;56240;Terminale;AB
Randall;7.00;49270;Terminale;P
Lucetta;12.83;85600;Terminale;TB
Jonathan;15.93;31880;Terminale;AB
Maximilien;6.50;85540;Terminale;AB
Eliott;12.43;49460;Terminale;AB
Gratien;4.50;49000;Terminale;P
Gratien;8.63;49000;Terminale;P
Brice;10.33;72300;1ère année d'études supérieures;P
Brice;9.83;72300;1ère année d'études supérieures;P
Major;13.08;56190;Terminale;AB
Felicity;12.67;85170;Terminale;AB
Oz;12.50;22590;Terminale;B
Kipling;10.33;22470;2nd année d'études supérieures;P
Kipling;0.00;22470;2nd année d'études supérieures;P
Vinnie;11.17;35730;Terminale;AB
Layton;14.08;35350;Terminale;B
Johnie;13.58;22440;Terminale;B
Telesphore;10.00;6650 ;Terminale;B
Telesphore;7.83;6650 ;Terminale;B
Phillip;16.30;35133;Terminale;B
Constant;15.38;22150;Terminale;P
Bret;11.69;61100;Terminale;AB
Leopold;10.22;50490;1ère année d'études supérieures;P
Kolby;11.64;14340;Terminale;P
Kolby;7.22;14340;Terminale;P
Kimball;13.38;50600;Terminale;AB
Ern;11.49;56600;Terminale;B
Sly;9.63;35170;Terminale;P
Jeannot;10.78;44230;Terminale;AB
Irvine;9.28;35240;Terminale;AB
Wilfrid;14.62;35131;Terminale;AB
Cleve;14.42;35360;Terminale;B
Kennith;14.24;22630;Terminale;AB
Jerome;8.48;35132;Terminale;B
Marshal;15.08;22560;Terminale;B
Kay;12.38;35740;Terminale;AB
Benson;13.83;22120;Terminale;AB
Jarvis;12.65;56700;Terminale;P
Maverick;11.33;35290;Terminale;AB
Innocent;10.75;22410;Terminale;P
Beatrix;13.07;22300;Terminale;B
Kenith;13.67;35340;Terminale;AB
Dominic;14.24;22730;Terminale;B
Burt;10.92;22200;Terminale;P
Forest;11.75;35760;Terminale;AB
Odell;13.72;29170;Terminale;TB
Beauregard;10.50;49300;1ère année d'études supérieures;P
Beauregard;10.02;49300;1ère année d'études supérieures;P
Jay;9.91;22190;Terminale;P
Rhonda;8.99;35000;Terminale;AB
Urban;14.88;22290;Terminale;B
Jamison;12.92;50300;Terminale;B
Lloyd;10.21;35220;Terminale;AB
Xerxes;11.00;22960;Terminale;P
Durward;8.67;29390;Terminale;AB
Branden;9.42;29000;Terminale;AB
Delroy;13.53;29380;Terminale;P
Antony;11.46;22100;Terminale;P
Jonathon;10.23;35340;Terminale;AB
Lorin;14.63;35750;Terminale;B
Cole;8.79;22120;Terminale;P
Tybalt;13.92;22230;Terminale;AB
Benjy;10.30;22600;Terminale;AB
Hector;9.65;56800;Terminale;P
Milo;13.52;35000;Terminale;B
Dudley;8.33;22100;Terminale;AB
Arden;10.50;35140;Terminale;AB
Erica;12.00;29800;Terminale;B
Christine;16.69;35230;Terminale;AB
